name,default_code,attribute_name,attribute_value,descrizione,note,supplier,condizioni_di_acquisto,codice_allegato,uom_id,uom_po_id,categ_id
TAVOLINO,CLEAR GR CEMENTO ,Variante,TAVOLINO GAMBE METALLO VERNICIATO NERO CON PIANO SAGOMATO CEMENTO  L 100 P 63 H 32,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2489,1,1,1
TAVOLINO,CLEAR GR TEAK,Variante,TAVOLINO GAMBE METALLO VERNICIATO NERO CON PIANO SAGOMATO TEAK  L 100 P 63 H 32,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2489,1,1,1
TAVOLINO,CLEAR GR RUGGINE,Variante,TAVOLINO GAMBE METALLO VERNICIATO RUGGINE CON PIANO SAGOMATO RUGGINE  L 100 P 63 H 32,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2489,1,1,1
TAVOLINO,CLEAR GR TORTORA,Variante,TAVOLINO GAMBE METALLO VERNICIATO TORTORA CON PIANO SAGOMATO TORTORA  L 100 P 63 H 32,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2489,1,1,1
TAVOLINO,CLEAR GR VERDE,Variante,TAVOLINO GAMBE METALLO VERNICIATO VERDE CON PIANO SAGOMATO VERDE  L 100 P 63 H 32,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2489,1,1,1
TAVOLINO,FUMO 45 VTM,Variante,"TAVOLINO STRUTTURA METALLO VERNICIATO NERO, PIANO VETRO MARTELLATO NERO DIAMETRO 45 H40",,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2591,1,1,1
TAVOLINO,FUMO 60 VTM,Variante,"TAVOLINO STRUTTURA METALLO VERNICIATO NERO, PIANO VETRO MARTELLATO NERO DIAMETRO 60 H30",,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2591,1,1,1
LIBRERIA,MELANY CURVA BRONZO,Variante,LIBRERIA VERTICALE  A MURO L 90 P 35 H 230/238 FIN. BRONZO  ,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM29994,1,1,1
PROMO:SPECCHIERA,SPENORA03BRO,Variante,PROMO:SPECCHIERA 3 TRIANGOLO 60X91 BRONZO,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM427,1,1,1
PROMO:SPECCHIERA,SPENORA01ARG,Variante,PROMO:SPECCHIERA OVALE ARGENTO CM 60X90,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM428,1,1,1
PROMO:SPECCHIERA,SPENORA02ARG,Variante,PROMO:SPECCHIERA DIAM.60  ARGENTO ,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM429,1,1,1
SPECCHIO,LIF 45BRO,Variante,SPECCHIO 45X46 BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,LIF 88BRO,Variante,SPECCHIO 88X90 BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,LIF 120BRO,Variante,SPECCHIO 120X123 BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,LODOS 170 BR,Variante,SPECCHIO RETTANGOLARE 170X68 BRONZO INS. VETRO FUSO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPELIF45FU_BR,Variante,SPECCHIO SAGOMATO 2 VETRI SOVRAPPOSTI CM 45X46 FUME'-BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPELIF120FU_BR,Variante,SPECCHIO SAGOMATO 2 VETRI SOVRAPPOSTI CM 120X123 FUME'-BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPEVEL90FUME,Variante,SPECCHIO TONDO CON DECORAZIONE SABBIATA CM90 FUME',,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPEVEL90BRONZO,Variante,SPECCHIO TONDO CON DECORAZIONE SABBIATA CM90 BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPEOGE160X70FUME,Variante,SPECCHIO RETTANGOLARE CM 160X70 FUME',,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPECAF60X134FU,Variante,SPECCHIO SAGOMATO CM 60X134 FUME',,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPECAF70X180BR,Variante,SPECCHIO SAGOMATO CM 70X180 BRONZO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPERA90FUME,Variante,SPECCHIO TONDO CON MOLATURA LATERALE CM90 FUME',,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,SPELIFDM88NERO,Variante,SPECCHIO SAGOMATO 2 VETRI SOVRAPPOSTI CM 88X90 NERO,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
SPECCHIO,NIPPON 120 BR,Variante,SPECCHIO DIM. 120CM,,,CICIRIELLO SRL,Sconto 10%,,1,1,1
LIBRERIA,MELANY NERA,Variante,LIBRERIA VERTICALE IN METAALO VERNICIATO NERO CON PIEDE REGOLABILE AGGANCIO A SOFFITTO L 75 P 22 H 265/271 cm,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2482,1,1,1
MADIA,GILDA TORTORA ,Variante,MADIA  CM160 TORTORA /SPECCHIO BRONZO PIEDE SG METALLO,,,CICIRIELLO SRL,Sconto 10%,CDATTCHM2501,1,1,1
CAMERA,PRINCE CAMERA ORO,Variante,"CAMERA COMPLETA NECE BIANCO CON PARTICOLARI ORO , FORMATA DA:-ARMADIO 2A SCORREVOLI (ACCESSORI ESCLUSI)-LETTO MATRIMONIALE FISSO (RETE ESCLUSA)-GRUPPO COMO + 2 COMODINI-SPECCHIERA",,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2452,1,1,1
COMODINO,ALASKA CDM 55 CC,Variante,COMODINO L55 x P52 x H46 ,,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2460,1,1,1
COMODINO,ALASKA CDM 90 CC,Variante,COMODINO SFALSATO L90 x P52 x H46 CON CASSETTO DA 90 + CASSETTO DA 55,,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2461,1,1,1
COMO,ALASKA COMO CC,Variante,"COMO SFALSATO L145 x P52 x H82,5 ",,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2462,1,1,1
KITI,KITERGARMSC,Variante,"KITI COMPLETO X ARMADIO SCORREVOLE MODULO DA CM 135 FORMATO DA: CASSETTIERA 3 CASS L87,4 H 48,2 CON DIVISORIO CM 42,9 H115 ",,,GIERRE MOBILI SRL,Sconto 10%,,1,1,1
CASSETTIERA,CASERG2CAS,Variante,"CASSETTIERA X ARMADIO 2CASSETTI L87,4 ",,,GIERRE MOBILI SRL,Sconto 10%,,1,1,1
CASSETTIERA,CASERG3CAS,Variante,"CASSETTIERA X ARMADIO 3 CASSETTI L87,4 ",,,GIERRE MOBILI SRL,Sconto 10%,,1,1,1
RIPIANO,RIPERG90,Variante,RIPIANO INTERNO PER MODULO CM90 ,,,GIERRE MOBILI SRL,Sconto 10%,,1,1,1
RIPIANO,RIPERG135,Variante,RIPIANO INTERNO PER MODULO CM 135,,,GIERRE MOBILI SRL,Sconto 10%,,1,1,1
SPECCHIERA,ALASKA SPECCHIO ,Variante,SPECCHIERA RETTANGOLARE ANGOLI SMUSSATI CM 110X70,,,GIERRE MOBILI SRL,Sconto 10%,,1,1,1
ARMADIO,JOANNA ARMADIO 6A EXPO AP,Variante,ARMADIO 6A BATTENTI L270 H256 P60 TUTTO GRIGIO LONDRA CON 2 ANTE VETRO   ,,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2459,1,1,1
ARMADIO,JOANNA ARMADIO 6A EXPO,Variante,"ARMADIO 6A BATTENTI C/LIBRERRIA LATERALE CON SPECCHIO/LED E CASSETTO  L305 P60 H256,ARMADIO + LEBRRIA TUTTO GRIGIO LONDRA CON 2 ANTE VETRO  NB SOLO SCHENA LIBRERIA E CASSETTO NOCE NATURALE ",,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2463,1,1,1
COMO,ALASKA COMO EXPO,Variante,"COMO SFALSATO L145 x P52 x H82,5 TUTTO GRIGIO LONDRA, SOLO TOP NOCE NATURALE ",,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2462,1,1,1
COMODINO,ALASKA CDM 90 EXPO ,Variante,"COMODINO SFALSATO L90 x P52 x H46 CON CASSETTO DA 90 TUTTO GRIGIO LONDRA, SOLO TOP NOCE NATURALE + CASSETTO DA 55TUTTO GRIGIO LONDRA, SOLO TOP NOCE NATURALE ",,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2461,1,1,1
COMODINO,ALASKA CDM 55 EXPO ,Variante,"COMODINO L55 x P52 x H46 TUTTO GRIGIO LONDRA, SOLO TOP NOCE NATURALE ",,,GIERRE MOBILI SRL,Sconto 10%,CDATTCHM2460,1,1,1
